Product_ID,Category,Sub_Category,Product_Name,Sales_Value,Quantity,Discount,Profit,Order_Code,Customer_ID
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495.00,3.00,0.00%,148.49,162670,MF-18250
TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,120.00,3.00,20.00%,-18.00,162677,DB-13210
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",6.00,2.00,20.00%,1.92,162684,AS-10630
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1440.00,3.00,40.00%,-264.00,162691,AS-10045
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.00,3.00,20.00%,23.24,162712,NK-18490
OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",24.00,4.00,20.00%,7.40,162726,MT-17815
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,6.00,1.00,0.00%,2.69,162733,TT-21070
FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",87.00,7.00,0.00%,38.04,162747,AH-10030
OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.00,8.00,20.00%,7.48,162761,SC-20575
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,647.00,6.00,0.00%,258.70,162775,CS-12250
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2542.00,2.00,0.00%,1270.99,162782,PW-19240
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,1071.00,9.00,0.00%,171.36,162789,LC-17140
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",846.00,8.00,30.00%,-12.08,162852,BG-11695
OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.00,3.00,20.00%,124.49,162859,PG-18820
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,33.00,6.00,60.00%,-19.77,162866,Co-12640
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,4.00,1.00,20.00%,1.40,162880,GD-14590
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.00,3.00,0.00%,178.80,162887,SV-20785
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.00,2.00,0.00%,7.85,162901,AS-10045
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.00,6.00,20.00%,13.93,162929,AS-10135
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",23.00,2.00,0.00%,7.65,162936,CM-12160
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,254.00,2.00,10.00%,31.02,162943,DB-12970
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",483.00,6.00,50.00%,-376.69,162950,DW-13585
OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",224.00,7.00,20.00%,69.97,162964,MF-18250
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,301.00,1.00,20.00%,11.28,162978,LW-16990
TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,584.00,5.00,20.00%,72.97,162992,BP-11095
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1002.00,2.00,20.00%,125.20,163006,GH-14410
OFF-AR-10001954,Office Supplies,Art,Newell 331,15.00,3.00,0.00%,3.96,163013,BF-11080
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",36.00,7.00,0.00%,12.09,163020,MO-17800
OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.00,5.00,20.00%,-8.08,163034,DK-12985
FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,242.00,4.00,30.00%,0.00,163048,MH-17440
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,623.00,5.00,0.00%,136.94,163055,DS-13180
OFF-AR-10001419,Office Supplies,Art,Newell 325,10.00,3.00,20.00%,1.24,163069,PJ-19015
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,41.00,5.00,20.00%,3.07,163090,GH-14665
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,121.00,8.00,20.00%,33.16,163097,SF-20200
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,12.00,2.00,0.00%,5.86,163104,MC-18130
FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.00,3.00,30.00%,-32.66,163125,MB-17305
OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,222.00,3.00,0.00%,6.65,163139,CC-12670
TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.00,3.00,0.00%,3.38,163146,CC-12475
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,99.00,2.00,30.00%,-1.42,163153,DM-12955
OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,97.00,4.00,80.00%,-145.18,163160,TS-21610
OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.00,6.00,0.00%,315.83,163167,RF-19345
FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,187.00,3.00,0.00%,41.04,163174,XP-21865
TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,288.00,3.00,40.00%,33.59,163181,AB-10105
OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,38.00,9.00,0.00%,19.08,163188,EC-14050
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.00,3.00,0.00%,8.46,163195,LL-16840
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,3.00,3.00,70.00%,-2.03,163202,BM-11650
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,26.00,4.00,0.00%,12.44,163209,MK-18160
OFF-LA-10000134,Office Supplies,Labels,Avery 511,5.00,2.00,20.00%,1.72,163216,AW-10930
TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3500.00,7.00,0.00%,909.98,163223,KH-16690
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495.00,3.00,0.00%,148.49,163237,EM-14095
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.00,3.00,20.00%,3.93,163258,PF-19225
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,601.00,3.00,30.00%,-8.58,163265,JS-16030
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1488.00,3.00,20.00%,186.00,163279,JD-16150
TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",84.00,4.00,0.00%,30.20,163293,KC-16255
OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2358.00,7.00,20.00%,884.06,163300,ES-14020
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,80.00,1.00,20.00%,22.00,163321,FM-14380
FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.00,3.00,20.00%,-97.55,163328,TP-21565
OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.00,3.00,0.00%,10.07,163335,AG-10675
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.00,5.00,0.00%,15.55,163384,CC-12430
OFF-AR-10003217,Office Supplies,Art,Newell 316,27.00,7.00,20.00%,2.74,163398,CB-12415
OFF-AR-10003811,Office Supplies,Art,Newell 327,7.00,3.00,0.00%,1.79,163405,BN-11515
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.00,3.00,10.00%,36.30,163412,SM-20950
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",604.00,5.00,20.00%,75.49,163419,TZ-21580
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,245.00,4.00,20.00%,24.48,163433,MP-17965
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,16.00,2.00,20.00%,1.20,163440,RD-19900
FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.00,14.00,10.00%,161.97,163447,TB-21190
OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,77.00,2.00,20.00%,26.90,163461,BT-11440
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.00,6.00,30.00%,-30.29,163468,JK-15730
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",305.00,5.00,0.00%,76.11,163510,JW-15955
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,240.00,3.00,0.00%,67.19,163531,SC-20725
TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,48.00,3.00,0.00%,14.87,163538,SS-20515
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,855.00,3.00,0.00%,213.74,163552,LA-16780
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,139.00,3.00,20.00%,47.06,163559,ST-20530
OFF-LA-10004484,Office Supplies,Labels,Avery 476,17.00,5.00,20.00%,5.37,163566,TB-21055
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1220.00,5.00,20.00%,381.24,163573,AC-10450
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,672.00,3.00,0.00%,315.81,163587,EP-13915
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.00,3.00,20.00%,-36.44,163594,JF-15295
TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206.00,5.00,0.00%,55.65,163629,RA-19885
OFF-AR-10001547,Office Supplies,Art,Newell 311,4.00,2.00,20.00%,0.31,163636,MP-18175
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,35.00,3.00,0.00%,15.53,163650,TT-21220
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,237.00,2.00,20.00%,-2.96,163657,JL-15235
OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,21.00,3.00,20.00%,7.99,163671,DP-13105
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,42.00,10.00,20.00%,13.20,163685,KE-16420
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,8.00,3.00,70.00%,-6.02,163692,Dp-13240
OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,229.00,5.00,20.00%,14.31,163734,KM-16375
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,2000.00,5.00,20.00%,624.99,163748,HG-15025
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",210.00,3.00,0.00%,35.68,163755,AS-10285
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,30.00,3.00,0.00%,12.51,163762,JE-15475
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,505.00,5.00,0.00%,126.23,163776,JS-16030
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,13.00,3.00,20.00%,-3.17,163783,DR-12940
OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.00,6.00,20.00%,206.62,163790,NL-18310
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",50.00,8.00,20.00%,-11.83,163797,PC-19000
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2079.00,5.00,0.00%,582.23,163804,DB-13270
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,20.00,1.00,0.00%,8.59,163818,PS-18970
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.00,3.00,20.00%,1143.89,163825,LC-16885
FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",113.00,2.00,30.00%,-3.24,163860,LO-17170
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,133.00,3.00,20.00%,9.95,163867,RE-19450
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.00,3.00,20.00%,9.55,163874,NC-18535
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1685.00,6.00,20.00%,210.59,163881,SP-20860
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.00,1.00,20.00%,1.12,163895,NS-18640
TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,480.00,6.00,0.00%,52.79,163902,MY-17380
TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,152.00,4.00,0.00%,36.47,163923,BD-11560
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",25.00,5.00,0.00%,7.70,163937,JB-16000
OFF-AR-10004269,Office Supplies,Art,Newell 31,17.00,5.00,20.00%,1.65,163951,CJ-11875
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.00,3.00,20.00%,-36.29,163965,SS-20875
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",121.00,2.00,15.00%,21.29,163972,MG-17890
OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,726.00,4.00,0.00%,210.49,163979,KH-16690
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,55.00,5.00,0.00%,14.17,163986,JJ-15445
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,19.00,7.00,20.00%,2.34,164000,AH-10030
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,143.00,2.00,80.00%,-393.60,164007,MG-17695
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,224.00,14.00,0.00%,87.20,164028,JL-15835
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.00,5.00,20.00%,8.38,164035,CR-12730
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,49.00,3.00,20.00%,-11.59,164042,KL-16645
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",24.00,5.00,0.00%,10.73,164049,KH-16630
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.00,5.00,40.00%,-69.89,164056,FM-14215
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,481.00,2.00,40.00%,-120.29,164084,AG-10525
TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,438.00,3.00,0.00%,131.36,164091,LA-16780
OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.00,2.00,20.00%,1.82,164098,CG-12520
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.00,7.00,0.00%,282.21,164112,ND-18460
OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.00,2.00,20.00%,29.36,164147,DW-13585
OFF-ST-10002562,Office Supplies,Storage,Staple magnet,38.00,5.00,20.00%,3.75,164154,NZ-18565
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,78.00,3.00,20.00%,-15.59,164168,LS-16975
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.00,5.00,30.00%,-15.22,164175,PS-18970
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",42.00,2.00,20.00%,4.68,164182,ST-20530
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,403.00,4.00,20.00%,25.20,164189,DR-12880
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2679.00,6.00,0.00%,241.10,164196,AS-10285
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,146.00,2.00,50.00%,-99.27,164210,PW-19240
FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.00,3.00,20.00%,3.73,164224,TT-21070
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,302.00,3.00,50.00%,-205.00,164238,JW-15955
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.00,4.00,20.00%,8.67,164259,SP-20860
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3394.00,8.00,0.00%,610.86,164301,EB-13840
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,822.00,6.00,0.00%,213.70,164308,SC-20680
TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1050.00,7.00,0.00%,293.98,164315,RD-19585
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.00,2.00,0.00%,6.46,164329,MM-17920
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,39.00,3.00,20.00%,-2.44,164336,MW-18220
OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",68.00,3.00,20.00%,8.44,164350,CG-12040
OFF-AR-10001177,Office Supplies,Art,Newell 349,13.00,5.00,20.00%,1.48,164357,SF-20065
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,28.00,3.00,0.00%,8.10,164364,CS-12355
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.00,6.00,10.00%,88.55,164378,MM-18055
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,144.00,3.00,20.00%,14.40,164385,NB-18580
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.00,3.00,20.00%,-8.43,164399,DW-13480
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.00,4.00,20.00%,-12.20,164406,BD-11605
TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,240.00,6.00,0.00%,105.47,164427,AR-10405
OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.00,11.00,20.00%,17.64,164441,AC-10450
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.00,14.00,0.00%,196.61,164448,DK-12835
TEC-PH-10002115,Technology,Phones,Plantronics 81402,264.00,5.00,20.00%,19.80,164469,GK-14620
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,18.00,2.00,20.00%,5.89,164483,JF-15490
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.00,2.00,20.00%,3.35,164490,SU-20665
OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.00,4.00,0.00%,15.40,164497,AJ-10945
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,69.00,4.00,0.00%,18.52,164511,DJ-13630
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.00,5.00,0.00%,141.28,164539,PO-19180
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,226.00,3.00,20.00%,22.56,164567,GK-14620
OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,705.00,5.00,20.00%,26.43,164574,RH-19555
OFF-AR-10003056,Office Supplies,Art,Newell 341,13.00,3.00,0.00%,3.72,164588,AP-10915
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,77.00,4.00,70.00%,-58.86,164616,MS-17770
OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,25.00,2.00,0.00%,11.54,164623,MS-17770
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,960.00,4.00,20.00%,120.00,164630,EB-13975
OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.00,3.00,0.00%,64.20,164637,RD-19480
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,27.00,1.00,20.00%,1.33,164644,JL-15850
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",212.00,2.00,0.00%,42.39,164672,GB-14530
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,168.00,3.00,20.00%,10.50,164707,CV-12805
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,321.00,6.00,0.00%,93.06,164721,LW-16825
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.00,5.00,0.00%,12.18,164735,TB-21400
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",246.00,2.00,0.00%,27.06,164742,ML-17395
OFF-LA-10004484,Office Supplies,Labels,Avery 476,10.00,3.00,20.00%,3.22,164749,BG-11740
TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,412.00,2.00,0.00%,119.47,164756,SS-20140
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,33.00,3.00,0.00%,8.49,164763,MH-17440
FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,782.00,10.00,32.00%,-137.98,164770,MY-18295
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2804.00,5.00,20.00%,0.00,164777,SC-20305
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,371.00,3.00,40.00%,-142.07,164784,HF-14995
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.00,5.00,0.00%,6.00,164819,RS-19420
OFF-LA-10001297,Office Supplies,Labels,Avery 473,73.00,7.00,0.00%,34.78,164826,JF-15415
OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.00,2.00,0.00%,3.06,164833,LL-16840
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,26.00,4.00,0.00%,12.44,164861,MC-17635
TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1296.00,4.00,20.00%,145.78,164882,SG-20080
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.00,2.00,20.00%,-1.78,164889,CP-12340
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",13.00,2.00,0.00%,6.32,164896,PS-19045
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,13.00,2.00,0.00%,6.22,164903,SR-20740
OFF-AR-10003651,Office Supplies,Art,Newell 350,8.00,3.00,20.00%,0.89,164910,DM-13345
OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,48.00,5.00,20.00%,4.20,164917,MK-17905
TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",342.00,3.00,70.00%,-319.19,164924,EA-14035
TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,70.00,7.00,0.00%,0.70,164938,PB-19210
OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,134.00,8.00,20.00%,47.00,164945,CA-12055
OFF-LA-10004272,Office Supplies,Labels,Avery 482,9.00,3.00,0.00%,4.07,164959,KN-16390
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",156.00,6.00,0.00%,38.97,164966,GH-14410
TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3992.00,2.00,0.00%,1995.99,164973,NM-18445
OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.00,9.00,20.00%,106.96,165008,DO-13645
OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,47.00,5.00,20.00%,17.52,165015,BD-11725
OFF-AR-10003504,Office Supplies,Art,Newell 347,13.00,3.00,0.00%,3.72,165029,AH-10075
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,774.00,6.00,0.00%,224.44,165050,AH-10210
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.00,9.00,0.00%,48.96,165057,SC-20725
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,105.00,5.00,0.00%,50.35,165078,MA-17995
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,356.00,2.00,0.00%,103.23,165085,BT-11485
OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.00,2.00,80.00%,-3.76,165099,DK-13375
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.00,5.00,0.00%,10.05,165148,PM-19135
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",16.00,1.00,0.00%,3.88,165155,BM-11575
OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1118.00,4.00,0.00%,55.90,165162,HG-15025
OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.00,2.00,0.00%,93.70,165169,JL-15235
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.00,4.00,20.00%,-63.01,165204,MN-17935
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.00,3.00,20.00%,50.41,165218,RW-19630
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,897.00,5.00,80.00%,-1480.03,165309,KD-16270
TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,266.00,1.00,50.00%,-111.50,165316,JB-15400
TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3405.00,5.00,0.00%,1668.21,165323,SR-20740
FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.00,7.00,20.00%,111.52,165330,WB-21850
